Fabricante,Modelo,Ano,Categoria,Couro,Combustivel,Volume_motor,Km,Cilindros,Tipo_cambio,Tracao,Portas,Rodas,Cor,Airbags,Preco,Numero_proprietarios
CHEVROLET,Volt,2011,Sedan,o,Hibrido,1.4,304000,4,Automatico,Dianteira,45,17,Prata,0,,2
OPEL,Astra,1995,Hatchback,o,Gasoli,1.6,231000,4,Automatico,Dianteira,23,30,Vermelho,2,4701,3
KIA,Optima,2013,Sedan,Sim,Gasoli,2,,4,Automatico,Dianteira,45,24,Branco,4,12701,2
TOYOTA,Camry,2014,Sedan,o,Hibrido,2.4,0,6,Automatico,Dianteira,45,29,Preto,6,80,2
HONDA,FIT,2013,Hatchback,o,Hibrido,1.3,130000,4,Variator,Dianteira,45,31,Branco,4,11917,2
HYUNDAI,Tucson,2010,SUV,Sim,diesel,2,,4,Automatico,Dianteira,45,18,Preto,4,24123,5
BMW,M6,2014,Sedan,Sim,Gasoli,4.4,,8,Automatico,Traseira,45,2,Laranja,12,32302,3
VOLKSWAGEN,Golf,1997,Sedan,o,Gasoli,1.8,111111,4,Manual,Dianteira,23,19,Azul,2,4000,2
HONDA,Civic,2001,Hatchback,o,Gasoli,1.5,,4,Variator,Dianteira,45,12,Prata,2,7213,3
TOYOTA,Prius,2011,Hatchback,o,Gasoli,1.8,174890,4,Automatico,Dianteira,45,20,Cinza,6,14113,4
CHEVROLET,Lacetti,2010,Sedan,Sim,Gasol.,1.8,135702,4,Automatico,Dianteira,45,21,Preto,4,12570,3
CHEVROLET,Cruze,2016,Sedan,o,GASOLI,1.4 Turbo,52000,4,Tiptronic,Dianteira,45,31,Branco,12,18817,4
MERCEDESBENZ,E 350,2010,Sedan,Sim,GASOLI,3.5,,6,Tiptronic,4x4,45,14,Preto,12,30734,1
JEEP,Compass,2012,SUV,Sim,Gasoli,2.4,91810,4,Automatico,Dianteira,45,13,Prata,4,26262,5
FERRARI,456,2011,Cupê,Sim,gasoli,4.5,19442,8,Automatico,Traseira,23,10,Amarelo,12,101923,1
FORD,Transit,2011,Microonibus,o,DIESEL,2.2 Turbo,318000,4,Manual,Traseira,23,3,Branco,2,20385,3
HYUNDAI,Elantra,2014,Sedan,Sim,GASOLI,1.6,73628,4,Automatico,Dianteira,45,25,Prata,4,28241,2
LAND ROVER,Land Rover Sport,2016,SUV,Sim,gasoli,3,51000,6,Tiptronic,4x4,45,25,Branco,10,114468,3
TOYOTA,Aqua,2015,Universal,Sim,Hibrido,1.5,44272,4,Automatico,Dianteira,45,29,Verde,4,31819,5
BMW,325 i,2000,Cupê,Sim,Gasoli,2.5,240000,6,Tiptronic,Traseira,23,5,Prata,0,7840,1
TOYOTA,Tacoma,2013,SUV,Sim,Gasoli,2.7,265558,4,Automatico,Traseira,45,12,Branco,12,14583,4
MERCEDESBENZ,190,1989,Sedan,o,Gasol.,2,0,4,Manual,Traseira,45,6,Branco,0,4234,1
REULT,Megane,2006,Universal,o,Diesel,1.5 Turbo,250000,4,Manual,Dianteira,45,8,Prata,4,12074,1
HYUNDAI,Elantra,2012,Sedan,Sim,Gasoli,1.6,218000,4,Automatico,Dianteira,45,25,Cinza,4,13589,4
TOYOTA,Prius,2012,Sedan,Sim,Hibrido,1.8,95000,4,Automatico,Dianteira,45,28,Prata,16,21169,5
KIA,Optima,2012,Sedan,Sim,Gasol.,2,88118,4,Automatico,Dianteira,45,27,Branco,4,16621,3
MERCEDESBENZ,C 300 4matic,2012,Sedan,Sim,Gasol.,3.0 Turbo,160000,6,Tiptronic,4x4,45,5,Preto,12,26030,3
HYUNDAI,Tucson,2011,SUV,Sim,Diesel,2,163008,4,Automatico,Dianteira,45,26,Cinza,4,22947,4
FORD,Fusion,2015,Sedan,Sim,Gasoli,2,71454,4,Automatico,Dianteira,45,23,Preto,0,16935,3
HYUNDAI,Santa FE,2015,SUV,Sim,Gasoli,2.4,143864,4,Automatico,Dianteira,45,8,Cinza,12,,4
CHEVROLET,Aveo,2012,Hatchback,Sim,GASOLI,1.6,62145,4,Automatico,Dianteira,45,15,Branco,4,7514,1
HYUNDAI,Santa FE,2016,SUV,Sim,diesel,2,,4,Automatico,Dianteira,45,12,Preto,4,43216,5
HONDA,FIT,2008,Sedan,o,GASOLI,1.3,180000,4,Automatico,Traseira,45,15,Preto,7,9095,5
KIA,Optima,2011,Sedan,Sim,GASOLI,2,75012,4,Automatico,Dianteira,45,30,Branco,4,7370,5
TOYOTA,Prius,2012,Hatchback,Sim,Hibrido,1.8,170000,4,Automatico,Dianteira,45,11,Prata,12,19800,5
TOYOTA,RAV 4,2006,SUV,o,Gasol.,2.4,190000,4,Automatico,4x4,45,18,Prata,6,18189,5
MERCEDESBENZ,E 300,2017,Sedan,Sim,gasoli,2,50930,4,Automatico,Traseira,45,23,Preto,12,22580,2
MERCEDESBENZ,ML 320,2007,SUV,Sim,Dies.,3.2 Turbo,320000,6,Automatico,4x4,45,30,Preto,8,23207,2
DAEWOO,Lacetti,2009,Sedan,Sim,diesel,2,75644,4,Automatico,Dianteira,45,28,Prata,4,5959,5
TOYOTA,Camry LE,2016,Sedan,o,Gasoli,2.5,17200,4,Tiptronic,Dianteira,45,20,Azul,12,37633,3
MERCEDESBENZ,E 350,2014,Sedan,Sim,Dies.,3.5,200179,6,Automatico,4x4,45,4,Preto,12,30734,5
HYUNDAI,Tucson,2013,SUV,Sim,Gasoli,2.4,53717,4,Automatico,4x4,45,28,Prata,0,3763,2
SSANGYONG,REXTON,2013,SUV,Sim,Diesel,2,53283,4,Automatico,Dianteira,45,18,Preto,4,39750,2
SSANGYONG,Actyon,2017,SUV,Sim,gasoli,1.6,50000,4,Automatico,Dianteira,45,14,Branco,4,,2
HYUNDAI,Santa FE,2015,SUV,Sim,Diesel,2,68515,4,Automatico,Dianteira,45,21,Cinza,4,41547,1
KIA,Optima,2016,Sedan,Sim,Gasol.,2,26432,4,Automatico,Dianteira,45,20,Preto,4,20228,4
PEUGEOT,207,2008,Hatchback,o,gasoli,1.6,12700,4,Automatico,Dianteira,45,6,Prata,6,6899,5
TOYOTA,CHR,2019,SUV,Sim,Gasoli,2,78424,4,Automatico,Dianteira,45,15,Red,12,,2
OPEL,Corsa,2008,Hatchback,o,Dies.,1.3,,4,Manual,Dianteira,45,23,Prata,8,9722,2
MERCEDESBENZ,C 180,1996,Sedan,o,GASOLI,1.8,290000,6,Automatico,Traseira,45,24,Prata,4,5331,4
CHEVROLET,Cruze,2014,Sedan,o,GASOLI,1.8,64111,4,Tiptronic,Dianteira,45,24,Preto,8,13485,4
FORD,Focus se,2015,Sedan,o,Gasoli,2,59342,4,Automatico,Dianteira,45,27,Branco,12,18189,3
HYUNDAI,H1,2008,Minivan,Sim,Dies.,2.5,42442,4,Automatico,Dianteira,45,22,Prata,4,19914,4
BMW,530,2007,Sedan,Sim,GASOLI,2.5,100000,6,Automatico,Traseira,45,5,Azul,6,80,3
HYUNDAI,Elantra,2010,Sedan,Sim,Gasoli,1.6,129055,4,Automatico,Dianteira,45,11,Preto,4,14069,2
HYUNDAI,Elantra,2010,Sedan,Sim,GASOLI,1.6,79995,4,Automatico,Dianteira,45,30,Prata,4,16543,2
VAZ,2106,1983,Sedan,o,GASOLI,1.6,10000,4,Manual,Traseira,45,9,Verde,0,1200,5
HYUNDAI,H1,2014,Minivan,Sim,DIESEL,2.5,196654,4,Automatico,Dianteira,45,21,Branco,4,30085,1
MITSUBISHI,L 200,2010,Picape,o,Diesel,2.5 Turbo,280000,4,Manual,4x4,45,28,Verde,2,33243,3
HYUNDAI,Elantra,2016,Sedan,Sim,Gasoli,1.8,92981,4,Automatico,Dianteira,45,21,Branco,12,706,1
HYUNDAI,Genesis,2011,Cupê,Sim,GASOLI,2,112387,4,Automatico,Dianteira,45,20,Cinza,4,15991,2
BMW,i3,2014,Hatchback,Sim,Hibrido,0.7,107926,2,Automatico,Traseira,45,1,Prata,12,12231,4
MERCEDESBENZ,Sprinter,1998,Microonibus,o,DIESEL,3.5,7563145,4,Manual,Traseira,45,24,Amarelo,2,15053,2
HYUNDAI,H1,2016,Universal,Sim,Dies.,2.5,135206,4,Automatico,Dianteira,45,11,Branco,4,40688,4
FORD,Escape,2010,SUV,Sim,GASOLI,3,358370,6,Automatico,4x4,45,21,Prata,12,1254,2
SUBARU,Forester,2016,SUV,o,gasoli,2.5,63000,4,Variator,4x4,45,29,Verde,8,21953,4
BMW,535 I,2013,Sedan,Sim,Gasoli,3.0 Turbo,93493,6,Tiptronic,Traseira,45,27,Azul,12,29479,4
SUBARU,Forester,2015,SUV,o,GASOLI,2.5,37000,4,Variator,4x4,45,3,Marrom,6,28225,2
HONDA,Odyssey,2016,Sedan,Sim,GASOLI,3.5,203338,6,Automatico,Dianteira,45,28,Cinza,12,784,5
FORD,Escape,2009,SUV,Sim,Hibrido,2.5,169000,4,Automatico,Traseira,45,24,Branco,12,22894,2
TOYOTA,Aqua,2014,Hatchback,Sim,Gasoli,1.5,121324,4,Automatico,Dianteira,45,14,Branco,4,12334,2
PORSCHE,911,2008,Cupê,Sim,Gasol.,3.6,126000,6,Tiptronic,Traseira,23,27,Preto,6,,4
TOYOTA,Camry sport,2017,Sedan,Sim,gasoli,2.5,153000,4,Tiptronic,Dianteira,45,27,Preto,12,23521,3
HONDA,FIT RS MODELI,2011,Hatchback,o,GASOLI,1.5,112000,4,Tiptronic,Dianteira,45,6,Preto,5,14426,1
HYUNDAI,Santa FE,2017,SUV,Sim,diesel,2,29853,4,Automatico,Dianteira,45,31,Branco,4,42337,2
HYUNDAI,H1,2014,Universal,Sim,Dies.,2.5,245603,4,Automatico,Dianteira,45,9,Preto,4,30326,5
DODGE,Caliber,2010,Universal,o,GASOLI,2,135000,4,Variator,Dianteira,45,14,Prata,6,12544,3
HYUNDAI,H1,2010,Minivan,Sim,Dies.,2.5,60517,4,Automatico,Dianteira,45,4,Amarelo,4,10036,3
TOYOTA,Camry,2009,Sedan,Sim,gasoli,2.5,152000,4,Variator,Dianteira,45,30,Preto,4,20385,2
BMW,328,2014,Sedan,Sim,Dies.,2,250491,4,Automatico,Traseira,45,18,Branco,12,941,5
KIA,Optima,2015,Sedan,Sim,Gasol.,2,39077,4,Automatico,Dianteira,45,8,Preto,4,18033,2
TOYOTA,Ist,2002,Hatchback,o,GASOLI,1.5,1000,4,Automatico,Dianteira,45,5,Marrom,2,9722,3
TOYOTA,Aqua,2012,Hatchback,Sim,gasoli,0,118000,4,Automatico,Dianteira,45,9,Cinza,4,17663,5
HONDA,Civic,2013,Sedan,o,Gás tural,1.8,120000,4,Automatico,Dianteira,45,6,Branco,6,20385,3
LEXUS,IS 250,2010,Sedan,Sim,gasoli,2.5,149218,4,Automatico,Dianteira,45,22,Prata,4,20610,3
VOLKSWAGEN,Jetta TDI,2012,Sedan,Sim,Diesel,2.0 Turbo,52960,4,Manual,Dianteira,45,9,Red,10,22580,5
HYUNDAI,Genesis,2011,Sedan,Sim,Gasol.,4.6,118432,4,Automatico,Dianteira,45,16,Preto,4,28523,1
HONDA,Elysion,2004,Minivan,o,GASOLI,3,323000,6,Automatico,Dianteira,23,16,Cinza,4,8700,4
FORD,Focus,2014,Sedan,o,Gasol.,2,33000,4,Tiptronic,Dianteira,45,1,Vermelho,10,15053,3
TOYOTA,Camry,2014,Sedan,o,Gasol.,2.5,,4,Tiptronic,Dianteira,45,6,Prata,10,25089,3
HYUNDAI,Santa FE,2014,SUV,Sim,Gasoli,2,174664,4,Automatico,Dianteira,45,14,Branco,12,2587,1
BMW,M6,2013,Cupê,Sim,Gasoli,4.4 Turbo,79500,8,Tiptronic,Traseira,45,25,Preto,12,141124,3
VOLKSWAGEN,Jetta,2015,Sedan,o,Gasoli,2,60010,4,Tiptronic,Dianteira,45,24,Branco,10,15053,1
NISSAN,Juke,2015,SUV,Sim,GASOLI,1.6,103358,4,Automatico,4x4,45,20,Azul,0,3607,4
HONDA,Civic,2017,Sedan,Sim,Gasoli,1.5,7176,4,Automatico,Dianteira,45,25,Azul,4,63152,5
MERCEDESBENZ,E 350,2013,Sedan,Sim,GASOLI,3.5 Turbo,140800,6,Automatico,4x4,45,29,Preto,0,15681,4
VOLKSWAGEN,Passat,2013,Sedan,Sim,GASOLI,2.5,180000,5,Tiptronic,Dianteira,45,28,Cinza,12,18817,5
HYUNDAI,Veloster,2012,Sedan,Sim,Gasoli,1.6,136000,4,Tiptronic,Dianteira,45,32,Amarelo,8,11290,1
LAND ROVER,Range Rover,2013,SUV,Sim,Dies.,3.0 Turbo,,6,Automatico,4x4,45,26,Cinza,12,68994,4
HYUNDAI,Santa FE,2016,SUV,Sim,Dies.,2,95131,4,Automatico,Dianteira,45,1,Preto,4,54186,5
MERCEDESBENZ,E 350,2014,Sedan,Sim,Dies.,3.5,200179,6,Automatico,4x4,45,8,Preto,12,30734,4
KIA,Optima,2011,Sedan,Sim,Gasoli,2.4,103000,4,Automatico,Dianteira,45,31,Preto,12,17249,4
MERCEDESBENZ,E 350,2011,Sedan,Sim,Diesel,3,,6,Automatico,Traseira,45,32,Branco,12,9879,5
KIA,Avella,2010,Sedan,Sim,Gasol.,2,271776,4,Automatico,Dianteira,45,7,Cinza,12,392,2
TOYOTA,Prius,2014,Hatchback,o,Hibrido,1.8,112000,4,Automatico,Dianteira,45,1,Branco,12,21012,2
JEEP,Wrangler,1993,SUV,Sim,Gasol.,4,1000,6,Manual,4x4,23,13,Branco,0,20385,4
MERCEDESBENZ,E 350,2009,Sedan,Sim,diesel,3.5,266061,6,Automatico,4x4,45,13,Preto,12,314,3
KIA,Optima,2014,Sedan,Sim,Gasoli,2,45984,4,Automatico,Dianteira,45,16,Branco,4,17876,1
TOYOTA,Aqua,2014,Sedan,o,Hibrido,1.5,64000,4,Automatico,Dianteira,45,5,Laranja,8,18817,4
BMW,X5,2013,SUV,Sim,Dies.,3,137802,6,Automatico,4x4,45,21,Preto,0,1019,3
TOYOTA,Camry,2014,Sedan,Sim,Hibrido,2.5,130478,4,Automatico,Dianteira,45,5,Branco,12,862,4
CHEVROLET,Cruze,2009,Sedan,Sim,Gasoli,1.6,45256,4,Automatico,Dianteira,45,1,Branco,4,4234,3
HYUNDAI,Sota,2013,Sedan,Sim,GASOLI,2,162000,4,Automatico,Dianteira,45,29,Cinza,4,16443,3
MERCEDESBENZ,E 350,2006,Sedan,Sim,Gasoli,3.7,245000,6,Tiptronic,Traseira,45,31,Prata,12,17249,2
HYUNDAI,Santa FE,2016,SUV,Sim,Dies.,2,59000,4,Automatico,Dianteira,45,19,Cinza,4,54807,5
HYUNDAI,Elantra,2014,Sedan,o,Gasoli,1.8,110000,4,Tiptronic,Dianteira,45,21,Cinza,4,16308,2
HYUNDAI,Elantra,2013,Sedan,o,GASOLI,1.8,102675,4,Automatico,Dianteira,45,7,Preto,0,15681,3
MERCEDESBENZ,E 300,2017,Sedan,Sim,Gasol.,2,26802,4,Automatico,Traseira,45,31,Preto,12,314,3
FORD,Fusion,2016,Sedan,Sim,Hibrido,2,194974,4,Automatico,Dianteira,45,9,Preto,0,8781,2
MERCEDESBENZ,C 250 1.8 ?????,2013,Sedan,Sim,Gasol.,1.8 Turbo,185000,4,Tiptronic,Traseira,45,18,Branco,10,31361,1
VOLKSWAGEN,Passat,2015,Sedan,Sim,GASOLI,1.8 Turbo,65400,4,Tiptronic,Dianteira,45,22,Dourado,10,17249,2
HYUNDAI,Accent,2014,Sedan,Sim,Diesel,1.6,49248,4,Automatico,Dianteira,45,6,Prata,4,13454,5
MERCEDESBENZ,C 180,1999,Sedan,o,Gasoli,1.8,218374,4,Manual,Traseira,45,32,Prata,12,8450,3
TOYOTA,Camry,2013,Sedan,Sim,Hibrido,2.5,232032,4,Automatico,Dianteira,45,30,Prata,12,392,3
CHEVROLET,Equinox,2014,SUV,Sim,gasoli,2.4,251514,4,Automatico,Dianteira,45,19,Preto,12,1568,4
TOYOTA,RAV 4,2013,SUV,o,GASOLI,2.5,900000,4,Tiptronic,4x4,45,1,Verde,8,37633,2
HONDA,FIT,2014,Hatchback,Sim,Gasol.,1.5,52800,4,Automatico,Dianteira,45,21,Laranja,4,30906,3
OPEL,Astra,2001,Vagao de carga,o,Gasol.,1.6,0,4,Manual,Dianteira,45,29,Branco,0,,3
HYUNDAI,Tucson,2016,SUV,Sim,Diesel,2,71826,4,Automatico,Dianteira,45,25,Branco,4,38060,3
TOYOTA,Prius C 2013,2013,Hatchback,Sim,Hibrido,1.5,65000,4,Automatico,Dianteira,45,31,Cinza,2,55,1
CHEVROLET,Cruze,2017,Sedan,o,Gasoli,1.4 Turbo,16000,4,Tiptronic,Dianteira,45,19,Red,12,21953,4
HONDA,FIT,2013,Hatchback,Sim,Hibrido,1.3,97536,4,Automatico,Dianteira,45,12,Branco,4,5300,1
CITROEN,C4,2005,Sedan,o,Gasoli,1.4,210000,4,Manual,Dianteira,45,29,Bege,4,5331,1
KIA,Cadenza,2012,Sedan,Sim,GASOLI,3,,6,Automatico,Dianteira,45,22,Prata,4,17876,3
MERCEDESBENZ,E 350,2014,Sedan,Sim,Gasol.,3.5,146395,6,Automatico,Traseira,45,31,Cinza,12,1882,4
TOYOTA,Aqua,2015,Hatchback,Sim,Gasoli,1.5,29000,4,Automatico,Dianteira,45,29,Prata,4,33494,1
TOYOTA,Prius,2012,Hatchback,o,Hibrido,1.8,260000,4,Automatico,Dianteira,45,31,Azul,8,15524,1
NISSAN,XTrail,2001,SUV,Sim,Gasol.,2,270000,4,Automatico,4x4,45,10,Prata,4,,2
CHEVROLET,Lacetti,2005,Sedan,o,Gasoli,1.6,200000,4,Manual,Dianteira,45,9,Prata,2,7213,2
MERCEDESBENZ,E 350,2010,Sedan,Sim,gasoli,6.2,,8,Automatico,Traseira,45,23,Branco,12,314,3
TOYOTA,Highlander,2011,SUV,Sim,gasoli,3.5,368064,6,Automatico,4x4,45,30,Cinza,12,22580,2
MERCEDESBENZ,S 550,2007,Sedan,Sim,Gasoli,5.5,148000,8,Tiptronic,Traseira,45,16,Preto,12,38260,2
CHEVROLET,Cruze LT,2017,Sedan,o,GASOLI,1.4 Turbo,104000,6,Automatico,Dianteira,45,17,Prata,8,,4
MERCEDESBENZ,ML 350,2011,SUV,Sim,DIESEL,3.5,220323,6,Automatico,4x4,45,3,Preto,12,157,2
CHEVROLET,Matiz,2007,Sedan,Sim,Gasol.,0.8,103486,3,Automatico,Dianteira,45,30,Branco,4,3136,1
MERCEDESBENZ,E 350,2011,Sedan,Sim,diesel,3.5,230696,6,Automatico,4x4,45,31,Preto,12,627,5
TOYOTA,Corolla,2006,Sedan,Sim,Gasol.,1.8,479998,4,Automatico,Dianteira,45,20,Prata,12,627,4
NISSAN,Kicks SR,2018,SUV,Sim,GASOLI,1.6,9410,4,Automatico,Dianteira,45,7,Red,9,29950,5
FIAT,500 Sport,2012,Cupê,Sim,Gasoli,1.4,81050,4,Automatico,Dianteira,23,27,Red,4,12855,1
TOYOTA,Prius,2008,Hatchback,Sim,Hibrido,1.5,147000,4,Automatico,Dianteira,45,7,Verde,6,10976,5
LEXUS,GX 470,2015,SUV,Sim,GASOLI,4.6,273493,8,Automatico,4x4,45,26,Prata,0,61154,4
HYUNDAI,Elantra,2012,Sedan,Sim,GASOLI,1.6,180000,4,Automatico,Dianteira,45,2,Cinza,4,19121,1
VOLKSWAGEN,Caddy,2004,Universal,o,Diesel,1.9 Turbo,320121,4,Manual,Dianteira,45,3,Prata,4,12231,3
FORD,Transit Connect,2009,Vagao de carga,o,Dies.,1.8 Turbo,170000,4,Manual,Dianteira,>5,12,Branco,2,10976,5
BMW,X5,2004,SUV,Sim,diesel,3,246000,6,Tiptronic,4x4,45,27,Preto,12,21639,2
DODGE,Caliber sxt,2010,Hatchback,o,Gasoli,2,123000,4,Variator,Dianteira,45,6,Prata,10,10976,3
HYUNDAI,Sota,2015,Sedan,Sim,Gasoli,2,43628,4,Automatico,Dianteira,45,26,Branco,4,67404,1
TOYOTA,4Runner,2018,SUV,Sim,Gasoli,2,78579,4,Automatico,Dianteira,45,17,Roxo,12,10349,1
REULT,Twingo,1996,Hatchback,o,Gasol.,1.2,111000,4,Manual,Dianteira,23,18,Azul,2,3000,1
NISSAN,Juke,2015,SUV,o,GASOLI,1.7,0,4,Automatico,Dianteira,45,21,Preto,0,16935,4
FORD,Transit,1997,Microonibus,o,diesel,2.5,0,4,Manual,Traseira,45,28,Branco,2,11290,1
MITSUBISHI,Outlander sport,2018,SUV,o,gasoli,2,4320,4,Tiptronic,4x4,45,29,Cinza,10,33870,2
FORD,Escape,2009,SUV,Sim,Hibrido,2.5,196682,4,Automatico,Dianteira,45,17,Preto,0,,1
TOYOTA,Prius,2013,Sedan,Sim,Hibrido,1.8,298248,4,Automatico,Dianteira,45,18,Branco,12,549,2
SSANGYONG,Korando,2015,SUV,Sim,Diesel,2,129170,4,Automatico,Dianteira,45,13,Preto,4,23533,2
JAGUAR,Epace,2017,SUV,Sim,Gasoli,3,28421,6,Automatico,4x4,45,20,Red,12,627,5
CHEVROLET,Captiva,2007,SUV,Sim,diesel,2,78972,4,Automatico,Dianteira,45,19,Prata,4,6272,3
FORD,Fusion,2014,Sedan,Sim,GASOLI,2.5,578493,4,Automatico,Dianteira,45,25,Branco,12,,2
TOYOTA,Prius C,2012,Hatchback,o,Hibrido,1.5,91400,4,Variator,Dianteira,45,24,Prata,12,16935,1
JAGUAR,Xtype,2007,Sedan,Sim,gasoli,2.5,160000,6,Tiptronic,4x4,45,11,Vermelho,5,11000,2
MITSUBISHI,Outlander,2005,SUV,o,GASOLI,2.4,160000,4,Manual,4x4,45,13,Prata,8,13172,3
TOYOTA,Camry,2013,Sedan,Sim,Hibrido,2.5,,4,Automatico,Dianteira,45,15,Branco,12,314,1
HONDA,FIT,2003,Hatchback,o,Gasol.,1.5,150000,4,Automatico,Dianteira,45,4,Cinza,6,40,1
LEXUS,RX 350,2009,SUV,Sim,GASOLI,3.5,82343,4,Automatico,Dianteira,45,11,Branco,4,35570,4
CHEVROLET,Orlando,2013,SUV,Sim,Dies.,2,,4,Automatico,Dianteira,45,10,Cinza,4,21181,3
FORD,Expedition,2007,SUV,Sim,GASOLI,5.4,280429,8,Automatico,Dianteira,45,12,Cinza,12,392,3
HONDA,Insight,2013,Hatchback,Sim,Hibrido,1.3,143597,4,Automatico,Dianteira,45,29,Prata,0,862,1
MERCEDESBENZ,E 350,2013,Sedan,Sim,DIESEL,3.5,,6,Automatico,Traseira,45,11,Cinza,12,,3
FORD,Escape,2011,SUV,Sim,Hibrido,2.5,130306,4,Automatico,4x4,45,21,Verde,0,314,5
NISSAN,XTrail,2004,SUV,o,Gasol.,2,156000,4,Automatico,4x4,45,27,Preto,8,10349,1
SUBARU,Forester,2013,SUV,Sim,GASOLI,2.5,80000,6,Tiptronic,4x4,45,11,Prata,12,23521,3
TOYOTA,Prius,2010,Hatchback,Sim,Hibrido,1.8,73402,4,Automatico,Dianteira,45,4,Branco,12,706,5
BMW,528,2014,Sedan,Sim,gasoli,2.0 Turbo,70000,4,Tiptronic,Traseira,>5,3,Preto,10,45473,2
VOLKSWAGEN,Jetta,2016,Sedan,Sim,Gasol.,1.4,83259,4,Automatico,Dianteira,45,23,Azul,12,314,2
TOYOTA,Corolla,2007,Sedan,o,Gasoli,1.4,241000,4,Manual,Dianteira,45,31,Azul,4,14740,2
HYUNDAI,H1,2014,Minivan,Sim,Diesel,2.5,196654,4,Automatico,Dianteira,45,26,Branco,4,30085,3
HONDA,Insight,2011,Hatchback,Sim,Hibrido,1.3,216858,4,Automatico,Dianteira,45,16,Cinza,0,188,4
NISSAN,Cefiro,2006,Sedan,o,Gás tural,2,,4,Automatico,Dianteira,45,11,Branco,0,6899,5
HYUNDAI,Elantra,2012,Sedan,o,Gasol.,1.8,127226,4,Automatico,Dianteira,45,16,Azul,0,15681,4
HYUNDAI,Elantra,2016,Sedan,o,Gasoli,1.8,80000,4,Tiptronic,Dianteira,45,30,Cinza,12,15053,3
TOYOTA,Prius,2007,Sedan,o,Hibrido,1.5,,4,Automatico,Dianteira,45,26,Branco,4,13172,3
SSANGYONG,Actyon,2016,SUV,Sim,gasoli,1.6,72073,4,Automatico,Dianteira,45,1,Branco,4,40092,2
MERCEDESBENZ,E 200,1998,Sedan,o,Gás tural,2,180003,4,Manual,Traseira,45,21,Preto,4,7840,2
BMW,X5,2011,SUV,Sim,Diesel,3,250000,6,Tiptronic,4x4,45,23,Cinza,10,34497,2
NISSAN,XTrail,2004,SUV,o,GASOLI,2.5,313000,4,Automatico,Dianteira,45,23,Verde,0,10976,5
KIA,Optima,2016,Sedan,Sim,Gasoli,2.4,52000,4,Tiptronic,Dianteira,45,1,Branco,12,29793,5
VOLKSWAGEN,Vento,1993,Sedan,o,Gasol.,1.8,245000,4,Automatico,Dianteira,45,17,Vermelho,2,3136,2
HYUNDAI,H1,2018,Universal,Sim,diesel,2.5,27406,4,Automatico,Dianteira,45,29,Amarelo,4,68223,1
BMW,328,2012,Sedan,Sim,Gasol.,2.0 Turbo,183000,4,Tiptronic,Traseira,45,17,Prata,12,41710,2
SSANGYONG,Actyon,2016,SUV,Sim,diesel,1.6,89836,4,Automatico,Dianteira,45,29,Azul,4,,5
TOYOTA,Camry,2015,Sedan,Sim,Hibrido,2.5,154312,4,Automatico,Dianteira,45,13,Preto,12,470,2
MERCEDESBENZ,CLS 55 AMG,2014,Sedan,Sim,Gasol.,4.7 Turbo,124893,8,Tiptronic,4x4,45,10,Preto,12,51746,1
DAIHATSU,Mira,2012,Hatchback,o,Gasol.,0.7,103000,3,Automatico,Dianteira,45,7,Preto,2,600,1
MERCEDESBENZ,CLS 350,2005,Cupê,Sim,GASOLI,3.5,92800,6,Tiptronic,Dianteira,45,15,Prata,12,24775,4
MERCEDESBENZ,E 350,2010,Sedan,Sim,Dies.,6.2,274771,8,Automatico,Traseira,45,2,Branco,12,314,2
FORD,Escape,2011,SUV,Sim,Gasoli,3,104000,6,Automatico,4x4,>5,21,Preto,6,16621,5
HYUNDAI,Santa FE,2016,SUV,Sim,DIESEL,2,119240,4,Automatico,Dianteira,45,29,Azul,4,53154,3
MERCEDESBENZ,E 350,2012,Sedan,Sim,Gasoli,3.5,70000,6,Automatico,Traseira,45,15,Branco,11,15681,5
HONDA,Insight,2009,Sedan,o,Hibrido,1.3,156000,4,Variator,Dianteira,45,21,Preto,4,14740,1
HYUNDAI,Santa FE,2011,SUV,Sim,Dies.,2.2,75054,4,Automatico,Dianteira,45,29,Branco,4,15470,3
MITSUBISHI,Pajero IO,2001,SUV,o,Gasol.,2,,4,Automatico,4x4,45,19,Branco,0,80,4
TOYOTA,Yaris,2017,Sedan,Sim,gasoli,1.5,102322,4,Automatico,Dianteira,45,32,Branco,12,3058,4
MERCEDESBENZ,ML 350,2004,SUV,Sim,Gás tural,3.7,279752,6,Tiptronic,4x4,45,17,Cinza,10,16308,4
KIA,Optima,2014,Sedan,Sim,Gasoli,2,40801,4,Automatico,Dianteira,45,24,Preto,4,18189,1
HONDA,FIT,2015,Hatchback,Sim,GASOLI,1.5,60539,4,Automatico,Dianteira,45,29,Preto,4,38182,3
CHEVROLET,Avalanche,2013,Sedan,Sim,Gasol.,5.3,186448,8,Automatico,Dianteira,45,17,Preto,12,5488,5
HONDA,CRZ ???????,2010,Cupê,o,Hibrido,1.5,185000,4,Tiptronic,Dianteira,23,12,Azul,8,13172,2
HONDA,Insight,2011,Hatchback,Sim,Hibrido,1.3,,4,Automatico,Dianteira,45,26,Cinza,0,31,3
VOLKSWAGEN,Golf,2012,Hatchback,Sim,Gasoli,2.5,215747,5,Automatico,Dianteira,45,13,Cinza,12,470,3
LEXUS,RC F,2015,Cupê,Sim,gasoli,3.5,86000,6,Tiptronic,4x4,23,29,Cinza,16,78403,1
